module,classification,route_path_symbol,route_path_token,route_name_symbol,route_name_token,builder_evidence,source_file,source_line
trade_copy,real_page,'/trade/copy-audit-log/:copyId','/trade/copy-audit-log/:copyId',AppRouteNames.sc077CopyAuditLog,sc077CopyAuditLog,CopyAuditLogPage,lib/app/router/route_groups/trade_copy_routes.dart,175
trade_copy,real_page,'/trade/copy-performance/:copyId','/trade/copy-performance/:copyId',AppRouteNames.sc074CopyPerformance,sc074CopyPerformance,CopyPerformancePage,lib/app/router/route_groups/trade_copy_routes.dart,155
trade_copy,real_page,'/trade/copy-performance/:copyId/attribution','/trade/copy-performance/:copyId/attribution',AppRouteNames.sc075PerformanceAttribution,sc075PerformanceAttribution,PerformanceAttributionPage,lib/app/router/route_groups/trade_copy_routes.dart,165
trade_copy,real_page,'/trade/copy-provider/:providerId','/trade/copy-provider/:providerId',AppRouteNames.sc070CopyProviderDetail,sc070CopyProviderDetail,CopyProviderDetailPage,lib/app/router/route_groups/trade_copy_routes.dart,139
trade_copy,real_page,'/trade/copy-provider/:providerId/assessment','/trade/copy-provider/:providerId/assessment',AppRouteNames.sc071PreCopyAssessment,sc071PreCopyAssessment,PreCopyAssessmentPage,lib/app/router/route_groups/trade_copy_routes.dart,100
trade_copy,real_page,'/trade/copy-provider/:providerId/configuration','/trade/copy-provider/:providerId/configuration',AppRouteNames.sc072CopyConfiguration,sc072CopyConfiguration,CopyConfigurationPage,lib/app/router/route_groups/trade_copy_routes.dart,111
trade_copy,real_page,'/trade/copy-provider/:providerId/confirmation','/trade/copy-provider/:providerId/confirmation',AppRouteNames.sc073CopyConfirmation,sc073CopyConfirmation,CopyConfirmationPage,lib/app/router/route_groups/trade_copy_routes.dart,128
trade_copy,real_page,'/trade/trader/:traderId','/trade/trader/:traderId',AppRouteNames.sc087TraderProfile,sc087TraderProfile,TraderProfilePage,lib/app/router/route_groups/trade_copy_routes.dart,92
trade_copy,real_page,AppRoutePaths.demoCopyCard,demoCopyCard,AppRouteNames.sc401CopyTradingCardDemo,sc401CopyTradingCardDemo,InternalSurfaceGate>CopyTradingCardDemo,lib/app/router/route_groups/trade_copy_routes.dart,185
trade_copy,real_page,AppRoutePaths.tradeCopyActive,tradeCopyActive,AppRouteNames.sc066ActiveCopies,sc066ActiveCopies,real_page,lib/app/router/route_groups/trade_copy_routes.dart,37
trade_copy,real_page,AppRoutePaths.tradeCopyComparison,tradeCopyComparison,AppRouteNames.sc076ProviderComparison,sc076ProviderComparison,real_page,lib/app/router/route_groups/trade_copy_routes.dart,57
trade_copy,real_page,AppRoutePaths.tradeCopyDisputeResolution,tradeCopyDisputeResolution,AppRouteNames.sc082DisputeResolution,sc082DisputeResolution,real_page,lib/app/router/route_groups/trade_copy_routes.dart,82
trade_copy,real_page,AppRoutePaths.tradeCopyEducation,tradeCopyEducation,AppRouteNames.sc065CopyEducation,sc065CopyEducation,real_page,lib/app/router/route_groups/trade_copy_routes.dart,32
trade_copy,real_page,AppRoutePaths.tradeCopyLeaderboard,tradeCopyLeaderboard,AppRouteNames.sc079ProviderLeaderboard,sc079ProviderLeaderboard,real_page,lib/app/router/route_groups/trade_copy_routes.dart,67
trade_copy,real_page,AppRoutePaths.tradeCopyNotifications,tradeCopyNotifications,AppRouteNames.sc068CopyNotifications,sc068CopyNotifications,real_page,lib/app/router/route_groups/trade_copy_routes.dart,47
trade_copy,real_page,AppRoutePaths.tradeCopyProviderApply,tradeCopyProviderApply,AppRouteNames.sc069ProviderApplication,sc069ProviderApplication,real_page,lib/app/router/route_groups/trade_copy_routes.dart,52
trade_copy,real_page,AppRoutePaths.tradeCopyProviderGovernance,tradeCopyProviderGovernance,AppRouteNames.sc081ProviderGovernance,sc081ProviderGovernance,real_page,lib/app/router/route_groups/trade_copy_routes.dart,77
trade_copy,real_page,AppRoutePaths.tradeCopyRiskAnalysis,tradeCopyRiskAnalysis,AppRouteNames.sc078PortfolioRiskAnalysis,sc078PortfolioRiskAnalysis,real_page,lib/app/router/route_groups/trade_copy_routes.dart,62
trade_copy,real_page,AppRoutePaths.tradeCopySafety,tradeCopySafety,AppRouteNames.sc080SafetyEducation,sc080SafetyEducation,real_page,lib/app/router/route_groups/trade_copy_routes.dart,72
trade_copy,real_page,AppRoutePaths.tradeCopySafetyCenter,tradeCopySafetyCenter,AppRouteNames.sc083CopySafetyCenter,sc083CopySafetyCenter,real_page,lib/app/router/route_groups/trade_copy_routes.dart,87
trade_copy,real_page,AppRoutePaths.tradeCopySettings,tradeCopySettings,AppRouteNames.sc067CopySettings,sc067CopySettings,real_page,lib/app/router/route_groups/trade_copy_routes.dart,42
trade_copy,real_page,AppRoutePaths.tradeCopyTrading,tradeCopyTrading,AppRouteNames.sc063CopyTrading,sc063CopyTrading,real_page,lib/app/router/route_groups/trade_copy_routes.dart,27
